id	причина	начало
29016	не по делу (счёт 2)	если готов и самое главное знаешь свои рк и лабы то она тебя
29017	не по делу (счёт 2)	Она прям по рк/лабам будет спрашивать?
29018	не по делу (счёт 2)	Что значит готов? Ты хоть однк задачу сам решил на рк?)
29019	не по делу (счёт 0)	Прям на каникулы может поставить?
29020	не по делу (счёт 0)	Вряд ли есть много таких людей
29021	не по делу (счёт 0)	
29022	не по делу (счёт 0)	Готов это значит у тебя гптшка скачена на твое облако в мозг
29023	не по делу (счёт 0)	И типо ты ответишь
29024	не по делу (счёт 0)	На ее вопросы
29025	не по делу (счёт 0)	Может
29026	не по делу (счёт 2)	В чатах теперь нужно искать решения  ркшных задач)))
29027	не по делу (счёт 0)	Он ставил на конец января
29028	не по делу (счёт 0)	Всм
29029	не по делу (счёт 0)	А бляя
29030	не по делу (счёт 0)	Понял
29031	не по делу (счёт 0)	Была январская последняя вроде бы неделя , кто мог придти и 
29032	не по делу (счёт 2)	Надо просто свои рк фоткать
29033	не по делу (счёт 0)	2 сфоткайте все
29034	не по делу (счёт 0)	А когда это можно сделать
29035	не по делу (счёт 0)	Ну первый не уверен что можно, а второй она даст посмотреть
29036	не по делу (счёт 0)	Тогда и сфоткаешь
29037	не по делу (счёт 0)	Начало февраля тоже было
29038	не по делу (счёт 0)	А
29039	не по делу (счёт 0)	Ну хз, я не был на пересдачах
29040	не по делу (счёт 0)	Помню что в январе можно было точно
29041	не по делу (счёт 0)	А еще кст, у кого мб похожая ситуация
29042	не по делу (счёт 0)	Есть вариант типо ее умолять на пересду во вторую неделю сем
29043	не по делу (счёт 0)	И она типо мб даст
29044	не по делу (счёт 0)	Так сказали
29045	не по делу (счёт 0)	А как теперь экз проходит, если не 24 часа?
29046	не по делу (счёт 0)	Типо не успел - домой?
29047	не по делу (счёт 0)	Че говорят 4 курс?
29048	не по делу (счёт 0)	а ее устроили?
29049	не по делу (счёт 0)	Мб она написала бы
29050	не по делу (счёт 0)	Спросим на фарме
29051	не по делу (счёт 0)	Хоть бы фейк хоть бы фейк
29053	не по делу (счёт 0)	давайтк
29054	не по делу (счёт 2)	А она к этой субботе проверит рк2?
29087	не по делу (счёт 2)	4 лабу дропнула
29088	не по делу (счёт 0)	Разгоняется
29089	не по делу (счёт 0)	а там будто обрезано вверху
29090	не по делу (счёт 0)	все норм или сказать ей
29093	не по делу (счёт 0)	Блин, приятно кстати, что у нас завтра с 9 до 12 фарма, а в 
29094	не по делу (счёт 0)	Разве? Пары с 14 начинаются
29095	не по делу (счёт 0)	Фарма утром
29096	не по делу (счёт 0)	.
29097	не по делу (счёт 0)	Спасибо
29100	не по делу (счёт 0)	да да, тот самый царёв вместо фармы 🤙
29101	не по делу (счёт 2)	наверное надо было чуть пораньше ему лабы сдавать
29196	не по делу (счёт 0)	
29197	не по делу (счёт 0)	
29198	не по делу (счёт 0)	https://docs.google.com/spreadsheets/d/1asUNOFyffXcNIdvjfc9U
29200	не по делу (счёт 0)	А какое разделение по варикам? Тип если я 18 мне четвертые з
29201	не по делу (счёт 0)	Сначала бронируешь любую задачу в таблице, потом решаешь.
29202	не по делу (счёт 0)	Видимо.
29203	не по делу (счёт 0)	Дистанционно нельзя  сдавать?
29204	не по делу (счёт 0)	a_nevod@mail.ru
29205	не по делу (счёт 2)	Она рк2 проверила?
29206	не по делу (счёт 0)	кто скинул?
29207	не по делу (счёт 0)	@temporaldarkness ты в бан ушел
29208	не по делу (счёт 0)	Кайфарик.
29209	не по делу (счёт 0)	Если задача в брони желтая и ты не дождался ответа учителя, 
29210	не по делу (счёт 0)	@temporaldarkness ты скидываешь ответы с жпт, она это просек
29211	не по делу (счёт 0)	Я хз, я ей отформатировал ответ в латехе, че ей надо ещё.
29212	не по делу (счёт 0)	Если это ответы чатгпт то ну ок.
29213	не по делу (счёт 0)	то, что ответы гпт - это полная хуйня, как она говорит
29214	не по делу (счёт 0)	и еще ты себя вписал в табличку с баллами
29215	не по делу (счёт 0)	она разоралась на всю аудиторию
29216	не по делу (счёт 0)	А, это баллы были? Сорян, я думал, это решаемые задачи.
29217	не по делу (счёт 0)	Виноват.
29221	не по делу (счёт 0)	тебе надо ей оправдаться; на почту написать почему так сдела
29222	не по делу (счёт 0)	иначе тебе пизда
29223	не по делу (счёт 0)	Хорошо.
29226	не по делу (счёт 2)	ребята, а что по рк2? она проверила? можете мою работу мне с
29227	не по делу (счёт 0)	пожалуйста
29229	не по делу (счёт 0)	в конце фармы сказала
29230	не по делу (счёт 0)	ок
29231	не по делу (счёт 0)	"я взял для решения B9
Не броньте её пожалуйста 😊"
29232	не по делу (счёт 0)	F2 не броньте пж тоже
29233	не по делу (счёт 0)	А14 не броньте тоже пж
29234	не по делу (счёт 0)	A10 не броньте пж
29235	не по делу (счёт 0)	F4 не броньте пж
29236	не по делу (счёт 0)	Она вернулась
29237	не по делу (счёт 0)	Ты будешь ее бронить?
29238	не по делу (счёт 0)	Да
29239	не по делу (счёт 0)	Ну, не уверен, что её можно забронить до того, как приймут п
29240	не по делу (счёт 0)	Да, это правда
29241	не по делу (счёт 0)	Я просто тоже ее сделал
29242	не по делу (счёт 0)	У тебя же щас другая
29243	не по делу (счёт 2)	Скиньте пожалуйста мою рк2 по тфя
29244	не по делу (счёт 0)	Еще не всех проверили
29246	не по делу (счёт 2)	"Баллы по РК2 будут до нового года (она пообещала).
Тем, у ко"
29247	не по делу (счёт 0)	
29248	не по делу (счёт 0)	Ебать что
29250	не по делу (счёт 0)	все у кого меньше 10 баллов
29251	не по делу (счёт 0)	Хаххахахахахаха
29252	не по делу (счёт 0)	Если предложить что в сумме 20=> , она не согласится да?)
29253	не по делу (счёт 2)	Она сказала что билет придется писать
29254	не по делу (счёт 0)	И все
29255	не по делу (счёт 0)	А
29256	не по делу (счёт 0)	А в чем прикол
29257	не по делу (счёт 0)	Тогда
29258	не по делу (счёт 2)	Автомата
29259	не по делу (счёт 0)	забайтить дурачков
29260	не по делу (счёт 0)	Видимо без допов
29261	не по делу (счёт 0)	Понял
29263	не по делу (счёт 0)	Аххаахха
29264	не по делу (счёт 0)	Что за стики каждый раз бодрые
29270	не по делу (счёт 2)	ска, у меня за первое рк 9 баллов(
29271	не по делу (счёт 2)	автомат скорее всего пришел, 3 получил и ушел
29273	не по делу (счёт 0)	А её устроили в итоге?
29430	не по делу (счёт 0)	
29431	не по делу (счёт 2)	Резы рк2
29432	не по делу (счёт 0)	Все остальные на домашку?
29433	не по делу (счёт 0)	да
29434	не по делу (счёт 0)	пиздец
29435	не по делу (счёт 0)	она даже понизила минимум до 6 баллов
29436	не по делу (счёт 0)	то есть если бы был прежний минимум в 7 баллов, то было бы е
29437	не по делу (счёт 0)	Пиздец
29438	не по делу (счёт 2)	Ребят напомните после нг ей написать баллы по лабам спросить
29440	не по делу (счёт 0)	соболезную тех у кого собес будет с ней за подозрение в спис
29441	не по делу (счёт 0)	А как это проходит? Что настолько плохого?
29451	не по делу (счёт 0)	ну ебать будет, пока не будет уверена, что ты реально можешь
29452	не по делу (счёт 2)	То есть не только задачи из рк, но и доп задачи дать может с
29453	не по делу (счёт 0)	часто она эту же задачу немного меняет и спрашивает, а что т
29454	не по делу (счёт 0)	Ок, спасибо
29528	не по делу (счёт 0)	А домашку ей на почту присылать или лично?
29529	не по делу (счёт 0)	Можно и так и так, можно еще на гитхаб залить
29609	не по делу (счёт 2)	Прошу подсказать, как после нг готовить тфя? Лекции 3,4 для 
29610	не по делу (счёт 0)	Типо просто есть какие то конспы хорошие?
29611	не по делу (счёт 0)	Решаешь все задачи из фармы и норм)
29612	не по делу (счёт 0)	Вот подготовка
29613	не по делу (счёт 0)	Хуй знает, там есть список вопросов?
29614	не по делу (счёт 0)	Как экз проходит?
29615	не по делу (счёт 0)	Экз - это только задачи
29616	не по делу (счёт 0)	Без теории
29617	не по делу (счёт 0)	Вроде
29618	не по делу (счёт 0)	Да
29619	не по делу (счёт 2)	+ могут спрашивать по лабам и рк вроде
29620	не по делу (счёт 0)	А ее же не устроили?
29621	не по делу (счёт 0)	Пусть будет random(3,5)
29627	не по делу (счёт 2)	Тонита начала вторые Лабы чекать
29628	не по делу (счёт 0)	Мою бы первую секунда бы
29629	не по делу (счёт 0)	Мою первую ещё не проверила
29630	не по делу (счёт 2)	Именно сейчас ей захотелось проверить, когда я самолёт жду
29631	не по делу (счёт 2)	Кто-нибудь напишите ей пожалуйста, чтобы она про первые лабы
29632	не по делу (счёт 0)	Я вернулся
29633	не по делу (счёт 0)	Тонита всем всё проверила?
29634	не по делу (счёт 0)	Бл, она меня не проверила(
29635	не по делу (счёт 0)	Кого ещё не проверила?
29636	не по делу (счёт 0)	Нет
29637	не по делу (счёт 0)	она писала, что будет ещё проверять?
29638	не по делу (счёт 2)	она ничего не писала, продолжит ли в скором времени проверят
29639	не по делу (счёт 0)	У кого ты спрашиваешь
29640	не по делу (счёт 0)	Это
29642	не по делу (счёт 0)	Напиши ей
29643	не по делу (счёт 0)	Ну и зачилься пока
29646	не по делу (счёт 0)	Кто то прорешивал задачки с фармы? Поделитесь пж
29651	не по делу (счёт 2)	а если рк не сдал, надо свой варик полностью решить или на м
29652	не по делу (счёт 0)	Полностью
29653	не по делу (счёт 0)	а надо на гитхаб залить или можно на листочке отправить
29654	не по делу (счёт 0)	Да все в целом на листочке можно и на почту кидать. На Гите 
29664	не по делу (счёт 0)	Ребят а кто-то в эу может зайти глянуть не появились ли балл
29665	не по делу (счёт 0)	Я ей ща письмо пишу насчёт этого, неловко будет если в эу ба
29668	не по делу (счёт 0)	"Спросил про баллы, надеюсь ответит до экза 

https://github."
29669	не по делу (счёт 0)	Если у вас есть допуск к эу все равно зайдите чекните. Чтобы
29670	не по делу (счёт 0)	А норм что в эу прошлый сем?
29671	не по делу (счёт 0)	Там можно выбирать нужный
29672	не по делу (счёт 2)	Если ты про эу, а не лкс
29673	не по делу (счёт 0)	Я про приложение
29674	не по делу (счёт 0)	Та это хуйня
29675	не по делу (счёт 0)	Пон
29676	не по делу (счёт 0)	Ну там стоят какие-то, но они у всех одинаковые
29690	не по делу (счёт 0)	Ребят, кто то фарму прорешивал, можно решения пж?
29691	не по делу (счёт 0)	Также вроде готовиться к тфя предлагается
29694	не по делу (счёт 0)	Ребят, кто начал готовиться, можете годных материалов накида
29695	не по делу (счёт 0)	Нихуя нет во всем белом свете
29696	не по делу (счёт 0)	Есть чат гпт
29697	не по делу (счёт 0)	Ну или фиг знает
29701	не по делу (счёт 2)	ребят, у кого принята 2 лаба, можете подсказать, как вы дела
29702	не по делу (счёт 0)	Много кто так сделал, и она некоторым зачла
29703	не по делу (счёт 2)	Можно еще с нка склеить
29704	не по делу (счёт 2)	даже в общем-то логичнее с НКА склеить
29705	не по делу (счёт 0)	а у вас зачтен пка?
29706	не по делу (счёт 0)	у меня так, мне зачли
29725	не по делу (счёт 0)	Бля я люблю иу9
29726	не по делу (счёт 0)	Почему нахуй все так
29727	не по делу (счёт 0)	?
29728	не по делу (счёт 0)	Ну вопрос был скинуть таблицу с баллами и кто допущен
29729	не по делу (счёт 2)	Чтобы как раз 3 лабу не делать если есть допуск
29730	не по делу (счёт 0)	ей похуй
29731	не по делу (счёт 0)	Ааа, респект тогда)
29732	не по делу (счёт 0)	Всей 9 похуй
29733	не по делу (счёт 0)	рил
29734	не по делу (счёт 0)	а если бы ты не попросил)
29735	не по делу (счёт 0)	узнали бы на экзе что недопущены
29736	не по делу (счёт 0)	Так нуу
29737	не по делу (счёт 0)	Не ну это лучше чем ничего
29738	не по делу (счёт 0)	Уже точно критерий есть
29739	не по делу (счёт 2)	Но один фиг Лабу 3 она проверит на жкзе
29740	не по делу (счёт 0)	а если ну
29741	не по делу (счёт 2)	без лабы 3 вроде баллов должно хватать?..
29742	не по делу (счёт 0)	инсейн короче.
29743	не по делу (счёт 2)	а случайно нет допуска если засчитана только 1 лаба? 🥹
29744	не по делу (счёт 0)	Думаю что случайно вряд ли
29745	не по делу (счёт 2)	Философский вопрос: нужно ли выполнять условия допуска, если
29746	не по делу (счёт 0)	По-моему не обязательно
29747	не по делу (счёт 0)	Если она уже сказала что авто
29748	не по делу (счёт 2)	Как думаете, нам дадут на консультации 2 рк просмотреть
29749	не по делу (счёт 0)	https://github.com/TonitaN/FormalLanguageTheory/issues/43#is
29750	не по делу (счёт 0)	Ну задал ещё раз аопрос
29751	не по делу (счёт 0)	Ждём ещё 4 дня)
29753	не по делу (счёт 2)	я думаю на экзамене сам ей расскажешь че написал там
29754	не по делу (счёт 2)	А как понять приняла она Лабу или нет? Тип она даёт какие-то
29755	не по делу (счёт 0)	апрув ставит или пишет что зачла
29756	не по делу (счёт 0)	баллы)))
29757	не по делу (счёт 0)	узнаешь на экзе)
29763	не по делу (счёт 2)	А как-то вообще теоритически можно узнать сколько балов за 2
29764	не по делу (счёт 0)	Хотя ей похуй...
29765	не по делу (счёт 0)	единственный варик напрямую спросить кстати
29767	не по делу (счёт 0)	если делать пул реквест и просто вопрос задать
29768	не по делу (счёт 2)	типо ты там лабу 2 сдаёшь и уточнить, допущен по баллам или 
29769	не по делу (счёт 0)	Ты кстати видел чё тебе написала?
29770	не по делу (счёт 0)	да.
29771	не по делу (счёт 0)	я не знаю за что.
29772	не по делу (счёт 0)	и чё такого её там тригернуло
29773	не по делу (счёт 0)	Это угроза или че
29774	не по делу (счёт 0)	У МЯ ПРИМЕРНО ТАКАЯ ЖЕ РЕАКЦИЯ БЫЛА
29776	не по делу (счёт 0)	Спроси
29777	не по делу (счёт 0)	А че за чё говорить
29778	не по делу (счёт 2)	на экзамене узнаю...
29779	не по делу (счёт 2)	причём удивительно, что в лабе она это написала, а не в рк
30204	не по делу (счёт 0)	это сайт
30205	не по делу (счёт 0)	кликни на него
30206	не по делу (счёт 0)	это домен
30207	не по делу (счёт 0)	а
30208	не по делу (счёт 0)	сяб
30514	не по делу (счёт 2)	она со 2 января никому ничего не проверяла? она тогда только
30515	не по делу (счёт 0)	бро
30516	не по делу (счёт 0)	бро
30517	не по делу (счёт 0)	в гитхаб зайди
30518	не по делу (счёт 0)	активность ее чекни
30519	не по делу (счёт 0)	Она около 70-ти пулл реквестов проверила
30520	не по делу (счёт 2)	Я буквально сейчас по лабам дописал пару вещей и она ответил
30521	не по делу (счёт 0)	ок, спасибо!
30522	не по делу (счёт 0)	А кто-то на консультацию по тфя ходил?
30523	не по делу (счёт 0)	а она разве не 19?
30524	не по делу (счёт 0)	а кто вообще об этом говорил?
30525	не по делу (счёт 0)	я. и я напутал с временем, но потом вроде поправил
30526	не по делу (счёт 0)	бля пиздец
30527	не по делу (счёт 0)	ты мог в группу написать как нормальный человек
30528	не по делу (счёт 0)	что писать? я только вам сказал как бы, а расписание консуль
30529	не по делу (счёт 0)	когда она по итогу?
30531	не по делу (счёт 0)	у всех
30532	не по делу (счёт 0)	"а она вообще придет?
и кто будет?"
30533	не по делу (счёт 0)	ну это на гите можно написать наверн. но офиц должна
30534	не по делу (счёт 0)	
30535	не по делу (счёт 0)	консультация была?
30536	не по делу (счёт 0)	че говорила
30537	не по делу (счёт 0)	а мы разве пару сообщений назад не выяснили, что конса 19 бу
30540	не по делу (счёт 0)	Да
30553	не по делу (счёт 0)	а как экз по тфя проходит?
30554	не по делу (счёт 2)	надо будет задачи из билета решить?
30555	не по делу (счёт 2)	или что-то другое будет и билет просто формальность?
30556	не по делу (счёт 0)	вроде и то, и то
30557	не по делу (счёт 0)	Завтра на консе спросишь)
30575	не по делу (счёт 0)	Сегодня на консе она объявит кто допущен
30576	не по делу (счёт 0)	Так что кто-то зафиксируйте инфу эту плиз
30577	не по делу (счёт 0)	Кто будет
30578	не по делу (счёт 0)	Это значит что после консы уже нельзя допуститься?
30579	не по делу (счёт 0)	До экза
30580	не по делу (счёт 0)	Уточните это тоже пожалуйста
30590	не по делу (счёт 0)	Ещё есть вопросы?
30592	не по делу (счёт 0)	
30594	не по делу (счёт 0)	она до экза что то будет проверять или уже нет?
30596	не по делу (счёт 1)	"1) выше
2) ну сегодня/завтра
3) понедельник следующий вероят"
30599	не по делу (счёт 0)	Наверху пример доп задачи, а также разбиение какие темы доп 
30600	не по делу (счёт 0)	Возможно в след понедельник будет пересдача
30601	не по делу (счёт 0)	Дата не точная
30602	не по делу (счёт 0)	спасибо
30603	не по делу (счёт 2)	У ну и если вы автоматчик и решили повышение получить в теор
30604	не по делу (счёт 0)	Если на вас есть компромат в целом все тоже самое, только мо
30605	не по делу (счёт 0)	А ещё важное - не будет вопросов по расту, хаскелю и прочему
30606	не по делу (счёт 2)	Т.е. только задачки простенькие по теме лабы
30609	не по делу (счёт 2)	Ну как я понял самое важнле это лабы
30610	не по делу (счёт 2)	Если ты Лабы не овьтеил, ну она сказал это может быть уже дв
30611	не по делу (счёт 0)	Чёт аткое
30612	не по делу (счёт 0)	llk знать надо или забить?
30613	не по делу (счёт 2)	Если опираться на лабы, ll свойство в 3 лабе. Если ты ее не 
30614	не по делу (счёт 2)	Базово надо знать все, продвинуто вроде можно забить, если н
30615	не по делу (счёт 2)	С другой стороны, у тебя может попасться такая задача в биле
30616	не по делу (счёт 2)	Ну тогда минус баллы в билет
30617	не по делу (счёт 0)	И все
30618	не по делу (счёт 0)	Типа похй
30619	не по делу (счёт 2)	а когда мы можем в srs правила переориентировать ?
30620	не по делу (счёт 2)	"при док-ве завершимости по идеи не можем
но при пополняемост"
30621	не по делу (счёт 0)	Да
30622	не по делу (счёт 0)	да
30623	не по делу (счёт 0)	сяб
30624	не по делу (счёт 2)	она кого-то игнорит в гите? я вчера и на почту ей написал, и
30625	не по делу (счёт 0)	Может у тя репутация на нуле.
30626	не по делу (счёт 0)	Она если репутация плохая не проверяет сча
30627	не по делу (счёт 0)	единственное от чего могла пострадать моя репутация, это то 
30628	не по делу (счёт 0)	если бы было что-то серьезное, то думаю она бы это написала
30629	не по делу (счёт 0)	давно уже стало понятно что она на рандоме проверяет
30630	не по делу (счёт 0)	Не, она помнит +- что у кого надо допроверять и кто на какой
30631	не по делу (счёт 0)	да у нас с ней вообще мегарофл
30632	не по делу (счёт 2)	она не проверила реквест по рк2, но спросила, решил ли я ту 
30633	не по делу (счёт 0)	Окак
30634	не по делу (счёт 0)	А почему?
30635	не по делу (счёт 0)	ну мне она вчера отвечала на гите
30636	не по делу (счёт 0)	сегодня мне ответила
30637	не по делу (счёт 0)	+
30638	не по делу (счёт 2)	"конечность классов по нф мы же применяем к исходной srs,
а н"
30639	не по делу (счёт 0)	да
30641	не по делу (счёт 0)	Видимо да
30642	не по делу (счёт 0)	Ну збс, я не готовился
30643	не по делу (счёт 0)	Я думал на следующую неделю отлетел
30644	не по делу (счёт 0)	тебе никто не мешает не прийти по идее
30645	не по делу (счёт 2)	Вроде не явился на экзамен это хуже чем неуд на нём
30646	не по делу (счёт 2)	Если ты вдуплял, что делал на лабах, это уже 50 процентов по
30647	не по делу (счёт 0)	Да я только первую сдал) ещё две первые прошлогодние, которы
30648	не по делу (счёт 0)	Прошлого года сказала спрашивать не будет
30649	не по делу (счёт 0)	А ну збс
30650	не по делу (счёт 2)	Эту первую Лабу я шарю
30651	не по делу (счёт 0)	Халява академщикам тогда)
30652	не по делу (счёт 2)	А рк ты сдавал в этом или прошлом году?
30653	не по делу (счёт 2)	Я думаю она еще что-то спросить может, типо по одной лабе сл
30654	не по делу (счёт 0)	В этом
30655	не по делу (счёт 2)	Потому что не сдавал в прошлом или потому что надо переписыв
30656	не по делу (счёт 0)	Потому что в прошлом не смог сдать
30657	не по делу (счёт 0)	Понял
30658	не по делу (счёт 0)	Они там лютые были
30659	не по делу (счёт 0)	первая группа, как тфя?
30660	не по делу (счёт 2)	У нас 1 человек сдал на 4ре, 1го человека с собесом на автом
30661	не по делу (счёт 0)	Пока всё
30662	не по делу (счёт 0)	а вы с 14 00?
30663	не по делу (счёт 0)	Ага
30664	не по делу (счёт 0)	и больше никто не сдал?
30665	не по делу (счёт 0)	Жестко
30666	не по делу (счёт 0)	Ну сейчас принимает ещё одного, но как-то очень жолго
30669	не по делу (счёт 2)	это она 3 человека за 3 часа или кто-то еще не сдал кроме ав
30671	не по делу (счёт 0)	Это кого так?
30672	не по делу (счёт 0)	Ну у нас 2, меня не завалила, но и не проверяла
30673	не по делу (счёт 0)	А бля
30674	не по делу (счёт 0)	Давид
30675	не по делу (счёт 2)	Я просто забыл кто на автоматы посдавал
30677	не по делу (счёт 2)	А если на автомат не защитил, то это просто на пересдачу при
30678	не по делу (счёт 0)	Не, ничего не надо, 2ая попытка прост
30679	не по делу (счёт 0)	Пон
30680	не по делу (счёт 0)	Не так страшно в целом
30681	не по делу (счёт 2)	а че там по билету? в прошлом году первым сдающим можно было
30682	не по делу (счёт 2)	ну по факту она эти билеты выдала, чтобы хренью не страдали 
30683	не по делу (счёт 2)	Чё какие вопросы задаёт? Как проверка выглядит?
30684	не по делу (счёт 2)	Все подряд по лабам
30685	не по делу (счёт 2)	Кому-нибудь задавала вопросы по рк, если да, то какие?
30687	не по делу (счёт 2)	"Построить НКА по регулярке
Упростить регулярку
Что будет есл"
30689	не по делу (счёт 0)	она вообще сказала на консе, что не будет по коду спрашивать
30690	не по делу (счёт 2)	Упросить регулярку, придумать эффективный парсер по расширен
30691	не по делу (счёт 2)	это если ты делал 4 лабу?
30692	не по делу (счёт 0)	Да, у меня это спросила
30693	не по делу (счёт 2)	Общий вид языка по атрибутной грамматике
30694	не по делу (счёт 2)	Упрощение регулярки по 2 лабе
30695	не по делу (счёт 0)	это по 4 либо в принципе
30696	не по делу (счёт 0)	Да
30697	не по делу (счёт 2)	"слава богу 4 лабу не сделал
чем меньше лаб сделано тем больш"
30698	не по делу (счёт 0)	А какая статистика? Много сдали?
30699	не по делу (счёт 0)	Пока все кроме одного
30700	не по делу (счёт 0)	Одна тройка всего пока
30701	не по делу (счёт 0)	надеюсь сдали
30702	не по делу (счёт 0)	"то есть она пытается тебя закрыть?
не пытается завалить?"
30703	не по делу (счёт 0)	Да
30704	не по делу (счёт 0)	Ну тут как будешь отвечать на вопросы + её настроение, я дол
30705	не по делу (счёт 0)	"а думать вслух полезней?
типо чтобы видела что ты шаришь а н"
30706	не по делу (счёт 0)	Лучше озвучивать как будто
30707	не по делу (счёт 0)	Имхо да, я так делал
30708	не по делу (счёт 0)	Если вообще не втыкаешь, может сильно штрафануть
30709	не по делу (счёт 2)	по коду и по рк по итогу вопросов не было?
30710	не по делу (счёт 0)	Да
30711	не по делу (счёт 2)	По коду 0 вопросов, все по лабам + билет смотрит в самом нач
30712	не по делу (счёт 2)	у кого был автомат но с собесом?
30713	не по делу (счёт 0)	Да
30714	не по делу (счёт 2)	Сколько билет пишется?
30715	не по делу (счёт 0)	И можно ли ли писать дольше 2 часов, если отвечать не идёшь?
30716	не по делу (счёт 0)	2 часа
30717	не по делу (счёт 0)	Да, можно
30718	не по делу (счёт 0)	Сколько угодно пока очередь не дошла
30719	не по делу (счёт 0)	Минимум 2 часа
30720	не по делу (счёт 2)	И какого уровня задачи в билетах? РК или чуть легче?
30721	не по делу (счёт 0)	Чуть легче
30722	не по делу (счёт 0)	Как повезет, но чуть полегче в целом
30723	не по делу (счёт 2)	Но есть те что в рк вообще не было
30724	не по делу (счёт 0)	Кайф
30725	не по делу (счёт 0)	вот они
30726	не по делу (счёт 0)	1 в 1?
30727	не по делу (счёт 0)	Они на гите её уже есть
30728	не по делу (счёт 0)	да, я с гитхаба скачал
30729	не по делу (счёт 0)	С кайфом
30730	не по делу (счёт 0)	если правильно понял, то они похожи на прошлогодние
30731	не по делу (счёт 0)	то есть, можно скачать их и там будут варианты больше 16
30732	не по делу (счёт 0)	на 23)
30733	не по делу (счёт 0)	она сказала, что новые варианты будет давать на каждой сдаче
30734	не по делу (счёт 0)	типо на сдаче нашей группы будут новые?
30735	не по делу (счёт 0)	Да
30736	не по делу (счёт 0)	пон
30737	не по делу (счёт 0)	У неё их дофига
30738	не по делу (счёт 0)	да, поэтому посмотри варианты после 16 и попробуй прорешать,
30739	не по делу (счёт 0)	вот эти
30740	не по делу (счёт 2)	а что по академщикам, которые скорее всего сдали лишь первые
30741	не по делу (счёт 0)	а если подойдешь без решенных задач, то что будет? или с одн
30742	не по делу (счёт 0)	Они ещё не сдавали
30743	не по делу (счёт 0)	ого, а много вас ещё осталось кто все ещё сидит и ждет очере
30744	не по делу (счёт 0)	двое и двое сдают прямо сейчас
30745	не по делу (счёт 0)	академщики, отпишите потом пожалуйста в личку как сдавали
30748	не по делу (счёт 2)	"а ты отвечаешь и она говорит какая оценка выходит?
если полу"
30783	не по делу (счёт 0)	сколько +- вопросов она задавала человеку, чтобы сдать?
30784	не по делу (счёт 2)	По 4 лабе какого типа задачи даёт
30785	не по делу (счёт 0)	выше написали
30786	не по делу (счёт 2)	Я правильно понимаю, что она говорила упростить регулярку то
30787	не по делу (счёт 2)	Упростить я думаю по второй лабе, не?
30791	не по делу (счёт 2)	а по рк что спрашивала? там она не давала похожие задачи или
30792	не по делу (счёт 0)	Если что я минут на 20 опоздаю
30793	не по делу (счёт 0)	Началось уже?
30794	не по делу (счёт 0)	еще нет
30797	не по делу (счёт 2)	Так, какие условия? Пишем билет 2ч и сдаём работы? Или пишем
30798	не по делу (счёт 2)	Сколько надо минимум в билете решить?
30806	не по делу (счёт 0)	кто шарит что такое синтаксический моноид?
30823	не по делу (счёт 0)	Как успехи
30824	не по делу (счёт 0)	Много сдали?
30825	не по делу (счёт 0)	Всем дают задачки решать?
30827	не по делу (счёт 0)	да вроде все сдали кроме одного
30828	не по делу (счёт 0)	все сдают?
30829	не по делу (счёт 0)	Матвей не сдал
30830	не по делу (счёт 0)	Остальные сдают
30831	не по делу (счёт 0)	Многих на 4 вытягивает
30835	не по делу (счёт 0)	Окак
30841	не по делу (счёт 2)	Мельников Макс
30842	не по делу (счёт 0)	На кафедре будет
30845	не по делу (счёт 0)	экз все?
30846	не по делу (счёт 0)	как остальные сдали?
30847	не по делу (счёт 0)	Да
30848	не по делу (счёт 0)	@VDEN_5 получил отл?
30849	не по делу (счёт 0)	Самый простой экз из всех, что был
30850	не по делу (счёт 2)	Ничего не спросила ни по РК, ни по лабам
30851	не по делу (счёт 0)	мужик
30852	не по делу (счёт 0)	3  перед ней из своего только дорешал и всё
30853	не по делу (счёт 0)	31 варик решил по итогу?
30854	не по делу (счёт 0)	При том на 2 листе уже отл заранее поставила зачем-то, но да
30855	не по делу (счёт 0)	Свой персональный
30856	не по делу (счёт 0)	2 на месте
30857	не по делу (счёт 0)	А 3 перед ней
30858	не по делу (счёт 0)	а у тебя 100 баллов вышло?
30859	не по делу (счёт 0)	Хз
30860	не по делу (счёт 0)	Ну даже если 100
30861	не по делу (счёт 0)	а кроме Матвея все успешно?
30862	не по делу (счёт 0)	Вроде бы да
30863	не по делу (счёт 0)	поздравляю
30864	не по делу (счёт 0)	Я ток Илью не увидел конец, сдал или нет
30865	не по делу (счёт 0)	Про 26 число она что-то говорила?
30866	не по делу (счёт 0)	Бля
30867	не по делу (счёт 0)	Спасибо, заберу обязательно
30868	не по делу (счёт 0)	Я не сдал
30875	не по делу (счёт 0)	Что позовет туда не всех
30876	не по делу (счёт 0)	Как понимаю, там она список составит кого ждет
30877	не по делу (счёт 0)	Окак...
30878	не по делу (счёт 0)	чегоооо
30879	не по делу (счёт 0)	Ну ей там интересно не более 8 человек
30880	не по делу (счёт 2)	то есть даже если допустишься, то возможно она не будет у те
30881	не по делу (счёт 0)	И выбирать она будет исходя из репутации
30884	не по делу (счёт 2)	а как сдавать экзамен если вдруг не попадаешь в этот список
30885	не по делу (счёт 0)	Хз :)
30886	не по делу (счёт 0)	скорее всего назначит еще доп день
30887	не по делу (счёт 0)	У кого репутация хорошая тех и позовёт
30889	не по делу (счёт 0)	а че ты не сдал?
